"Burbank"
"Building Documents"
"Download generated on 08/17/2026"
"https://ccpa.burbankca.gov/PublicAccess/cq-search/index.html"

Street No,Street Direction,Street Name,Permit No,Permit Type,Date Issued
715,N,ORCHARD DR,BS2508689,SINGLE-FAMILY ADDITION / ALTERATION,4/24/2026
1902,,PACIFIC AVE,BS2505278,ACCESSORY DWELLING UNIT,4/24/2026
343,W,ELMWOOD AVE,BS2502956,ACCESSORY DWELLING UNIT,4/24/2026
3301,,BROOKSHIRE CT,BS2603882,SINGLE-FAMILY REPAIR / MAINTENANCE,4/24/2026
1510,N,PASS AVE,BS2603892,PLUMBING,4/24/2026
946,N,KEYSTONE ST,BS2603886,ELECTRICAL,4/24/2026
1208,N,ONTARIO ST,BS2603890,SINGLE-FAMILY REPAIR / MAINTENANCE,4/24/2026
2307,,JOLLEY DR,BS2603898,SINGLE-FAMILY REPAIR / MAINTENANCE,4/24/2026
610,,GRINNELL DR,BS2603872,MECHANICAL,4/23/2026
1024,N,CORDOVA ST,BS2111019,SINGLE-FAMILY ADDITION / ALTERATION,4/23/2026
738,E,ELMWOOD AVE,BS2603856,ELECTRICAL SERVICE,4/23/2026
146,W,CYPRESS AVE,BS2603845,COMMERCIAL REPAIR AND MAINTENANCE,4/23/2026
1936,N,ROSE ST,BS2603833,PLUMBING,4/23/2026
2105,N,PASS AVE,BS2603865,ELECTRICAL SERVICE,4/23/2026
202,S,BRIGHTON ST,BS2603871,ELECTRICAL SERVICE,4/23/2026
125,E,PALM AVE,BS2601078,MECHANICAL,4/23/2026
125,E,PALM AVE,BS2600969,ELECTRICAL,4/23/2026
3400,,RIVERSIDE DR,BS2602983,ELECTRICAL,4/23/2026
2411,N,MYERS ST,BS2603842,SINGLE-FAMILY REPAIR / MAINTENANCE,4/23/2026
164,W,PROVIDENCIA AVE,BS2600159,MECHANICAL,4/23/2026
268,E,PROVIDENCIA AVE,BS2603837,ELECTRICAL SERVICE,4/23/2026
2103,N,PASS AVE,BS2513228,ACCESSORY DWELLING UNIT,4/23/2026
2236,,KEELER ST,BS2511181,ACCESSORY DWELLING UNIT,4/22/2026
2334,,KEELER ST,BS2511179,ACCESSORY DWELLING UNIT,4/22/2026
2227,,SCOTT RD,BS2513113,NEW SINGLE-FAMILY DWELLING,4/22/2026
2225,,SCOTT RD,BS2310862,NEW MULTI-FAMILY DWELLING,4/22/2026
2419,N,LINCOLN ST,BS2603807,MULTI-FAMILY REPAIR AND MAINTENANCE,4/22/2026
2103,N,PASS AVE,BS2513227,NEW SINGLE-FAMILY DWELLING,4/22/2026
737,N,ONTARIO ST,BS2603795,SINGLE-FAMILY ADDITION / ALTERATION,4/22/2026
635,E,OLIVE AVE,BS2603796,ELECTRICAL,4/22/2026
2105,N,PASS AVE,BS2513226,DEMOLITION,4/21/2026
2758,N,KEYSTONE ST,BS2603778,SINGLE-FAMILY REPAIR / MAINTENANCE,4/21/2026
2627,N,HOLLYWOOD WAY,BS2603774,MECHANICAL,4/21/2026
1406,N,BRIGHTON ST,BS2603765,ELECTRICAL,4/21/2026
635,N,PARISH PL,BS2603763,ELECTRICAL SERVICE,4/21/2026
842,,CAMBRIDGE DR,BS2603758,SINGLE-FAMILY REPAIR / MAINTENANCE,4/21/2026
427,S,ORCHARD DR,BS2603760,SINGLE-FAMILY REPAIR / MAINTENANCE,4/21/2026
250,N,FIRST ST,BS2603757,MECHANICAL,4/21/2026
810,N,SPARKS ST,BS2601986,SINGLE-FAMILY ADDITION / ALTERATION,4/21/2026
4000,W,MAGNOLIA BLVD,BS2603731,ELECTRICAL SERVICE,4/21/2026
3400,,RIVERSIDE DR,BS2513011,MECHANICAL,4/21/2026
611,,CORNELL DR,BS2603700,ELECTRICAL SERVICE,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509085,MECHANICAL,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509086,ELECTRICAL,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509037,MECHANICAL,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509039,ELECTRICAL,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509023,MECHANICAL,4/20/2026
1920,N,KENWOOD ST,BS2603713,SINGLE-FAMILY REPAIR / MAINTENANCE,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509025,ELECTRICAL,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509021,ELECTRICAL,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509019,MECHANICAL,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509000,ELECTRICAL,4/20/2026
2827,N,HOLLYWOOD WAY,BS2508998,MECHANICAL,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509002,MECHANICAL,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509004,ELECTRICAL,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509006,MECHANICAL,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509008,ELECTRICAL,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509138,COMMERCIAL TENANT IMPROVEMENT,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509139,COMMERCIAL TENANT IMPROVEMENT,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509018,COMMERCIAL TENANT IMPROVEMENT,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509084,COMMERCIAL TENANT IMPROVEMENT,4/20/2026
2827,N,HOLLYWOOD WAY,BS2508997,COMMERCIAL TENANT IMPROVEMENT,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509001,COMMERCIAL TENANT IMPROVEMENT,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509022,COMMERCIAL TENANT IMPROVEMENT,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509036,COMMERCIAL TENANT IMPROVEMENT,4/20/2026
2827,N,HOLLYWOOD WAY,BS2509005,COMMERCIAL TENANT IMPROVEMENT,4/20/2026
550,N,HOLLYWOOD WAY,BS2603354,SIGN,4/20/2026
2223,N,CATALINA ST,BS2603728,MULTI-FAMILY REPAIR AND MAINTENANCE,4/20/2026
617,N,LINCOLN ST,BS2501083,SINGLE-FAMILY ADDITION / ALTERATION,4/20/2026
617,N,LINCOLN ST,BS2501087,ACCESSORY DWELLING UNIT,4/20/2026
617,N,LINCOLN ST,BS2501078,DEMOLITION,4/20/2026
1311,N,SPARKS ST,BS2600960,POOL/SPA,4/20/2026
322,N,PARISH PL,BS2603718,SINGLE-FAMILY REPAIR / MAINTENANCE,4/20/2026
1516,W,MAGNOLIA BLVD,BS2603711,COMMERCIAL REPAIR AND MAINTENANCE,4/20/2026
501,,VIA PROVIDENCIA,BS2603710,SINGLE-FAMILY REPAIR / MAINTENANCE,4/20/2026
329,S,VIRGINIA AVE,BS2603708,ELECTRICAL SERVICE,4/20/2026
1034,N,BUENA VISTA ST,BS2603703,ELECTRICAL SERVICE,4/20/2026
351,E,VERDUGO AVE,BS2603595,MECHANICAL,4/20/2026
3308,N,LAMER ST,BS2603702,MECHANICAL,4/20/2026
798,N,MYERS ST,BS2510128,ACCESSORY DWELLING UNIT,4/17/2026
2843,,REYNOLDS DR,BS2603672,POOL/SPA,4/17/2026
1510,N,PASS AVE,BS2603665,SINGLE-FAMILY ADDITION / ALTERATION,4/17/2026
528,S,BEACHWOOD DR,BS2411892,SINGLE-FAMILY ADDITION / ALTERATION,4/17/2026
937,,SHERLOCK DR,BS2312131,DEMOLITION,4/17/2026
3005,N,HOLLYWOOD WAY,BS2512921,ELECTRICAL,4/17/2026
3005,N,HOLLYWOOD WAY,BS2512920,PLUMBING,4/17/2026
3005,N,HOLLYWOOD WAY,BS2512919,COMMERCIAL TENANT IMPROVEMENT,4/17/2026
3005,N,HOLLYWOOD WAY,BS2512922,MECHANICAL,4/17/2026
717,,DOAN DR,BS2508512,ACCESSORY DWELLING UNIT,4/17/2026
405,N,BRIGHTON ST,BS2603681,ELECTRICAL SERVICE,4/17/2026
1010,N,VICTORY PL,BS2411689,COMMERCIAL TENANT IMPROVEMENT,4/16/2026
2300,N,CATALINA ST,BS2603644,SINGLE-FAMILY REPAIR / MAINTENANCE,4/16/2026
331,W,LINDEN AVE,BS2603640,SINGLE-FAMILY ADDITION / ALTERATION,4/16/2026
444,N,REESE PL,BS2603642,MECHANICAL,4/16/2026
3400,,RIVERSIDE DR,BS2603634,PLUMBING,4/16/2026
201,E,MAGNOLIA BLVD,BS2512823,ELECTRICAL,4/16/2026
2612,,WYOMING AVE,BS2602136,ELECTRICAL SERVICE,4/16/2026
3300,,HAVEN WAY,BS2506120,SITEWORK,4/16/2026
621,E,OLIVE AVE,BS2603641,MULTI-FAMILY ADDITION AND ALTERATION,4/16/2026
1065,E,SPAZIER AVE,BS2513250,DEMOLITION,4/16/2026
1067,E,SPAZIER AVE,BS2510824,ACCESSORY DWELLING UNIT,4/16/2026
2518,W,BURBANK BLVD,BS2603136,COMMERCIAL REPAIR AND MAINTENANCE,4/16/2026
919,,AMHERST DR,BS2603621,SINGLE-FAMILY REPAIR / MAINTENANCE,4/16/2026
1355,N,ONTARIO ST,BS2603622,SINGLE-FAMILY REPAIR / MAINTENANCE,4/16/2026
2601,,JOLLEY DR,BS2507858,SINGLE-FAMILY ADDITION / ALTERATION,4/16/2026
520,S,KENNETH RD,BS2603648,ELECTRICAL SERVICE,4/16/2026
1024,N,CORDOVA ST,BS2603119,DEMOLITION,4/16/2026
2506,N,LINCOLN ST,BS2603499,SOLAR,4/15/2026
3400,,RIVERSIDE DR,BS2510995,COMMERCIAL TENANT IMPROVEMENT,4/15/2026
706,E,TUJUNGA AVE,BS2510227,MULTI-FAMILY REPAIR AND MAINTENANCE,4/15/2026
1532,N,LIMA ST,BS2603599,MECHANICAL,4/15/2026
201,E,MAGNOLIA BLVD,BS2512821,PLUMBING,4/15/2026
2701,N,LINCOLN ST,BS2603476,SINGLE-FAMILY REPAIR / MAINTENANCE,4/15/2026
1844,,AYERS WAY,BS2603610,SINGLE-FAMILY REPAIR / MAINTENANCE,4/15/2026
1348,N,LINCOLN ST,BS2603603,ELECTRICAL SERVICE,4/15/2026
830,E,MAGNOLIA BLVD,BS2603600,SINGLE-FAMILY REPAIR / MAINTENANCE,4/15/2026
600,N,GLENOAKS BLVD,BS2603598,COMMERCIAL REPAIR AND MAINTENANCE,4/15/2026
210,N,NAOMI ST,BS2603592,SINGLE-FAMILY ADDITION / ALTERATION,4/15/2026
275,E,OLIVE AVE,BS2511883,ELECTRICAL,4/15/2026
275,E,OLIVE AVE,BS2511882,MECHANICAL,4/15/2026
229,N,HOLLYWOOD WAY,BS2603557,PLUMBING,4/14/2026
930,N,KENWOOD ST,BS2603548,SINGLE-FAMILY REPAIR / MAINTENANCE,4/14/2026
634,N,PARISH PL,BS2510220,SINGLE-FAMILY ADDITION / ALTERATION,4/14/2026
250,S,GRIFFITH PARK DR,BS2603556,SINGLE-FAMILY REPAIR / MAINTENANCE,4/14/2026
3130,N,LAMER ST,BS2603553,ELECTRICAL SERVICE,4/14/2026
450,N,BUENA VISTA ST,BS2603547,SINGLE-FAMILY REPAIR / MAINTENANCE,4/14/2026
2008,,MANNING ST,BS2603545,SINGLE-FAMILY REPAIR / MAINTENANCE,4/14/2026
2443,N,LAMER ST,BS2603544,SINGLE-FAMILY REPAIR / MAINTENANCE,4/14/2026
842,,CAMBRIDGE DR,BS2603535,SINGLE-FAMILY REPAIR / MAINTENANCE,4/14/2026
635,E,ELMWOOD AVE,BS2603560,MULTI-FAMILY ADDITION AND ALTERATION,4/14/2026
1333,N,NAOMI ST,BS2603554,ELECTRICAL SERVICE,4/14/2026
1736,N,ROSE ST,BS2603527,ELECTRICAL SERVICE,4/14/2026
1030,,GROTON DR,BS2601071,POOL/SPA,4/14/2026
1037,,EVERGREEN ST,BS2603525,SINGLE-FAMILY REPAIR / MAINTENANCE,4/14/2026
1243,N,REESE PL,BS2603505,ELECTRICAL,4/13/2026
1420,,EVERGREEN ST,BS2603503,MECHANICAL,4/13/2026
1519,W,ALAMEDA AVE,BS2603507,MULTI-FAMILY REPAIR AND MAINTENANCE,4/13/2026
724,,PRICE DR,BS2603492,ELECTRICAL SERVICE,4/13/2026
610,,MAIN ST,BS2600157,MULTI-FAMILY REPAIR AND MAINTENANCE,4/13/2026
1633,N,MAPLE ST,BS2510031,ACCESSORY DWELLING UNIT,4/13/2026
501,N,LAMER ST,BS2512095,SINGLE-FAMILY ACCESSORY BUILDING,4/13/2026
1510,N,PASS AVE,BS2603487,SINGLE-FAMILY REPAIR / MAINTENANCE,4/13/2026
344,S,VIRGINIA AVE,BS2603506,SINGLE-FAMILY REPAIR / MAINTENANCE,4/13/2026
830,N,KEYSTONE ST,BS2603497,SINGLE-FAMILY REPAIR / MAINTENANCE,4/13/2026
617,S,ORCHARD DR,BS2603491,SINGLE-FAMILY ADDITION / ALTERATION,4/13/2026
818,,WALNUT AVE,BS2603486,ELECTRICAL SERVICE,4/13/2026
521,N,CALIFORNIA ST,BS2603483,SINGLE-FAMILY REPAIR / MAINTENANCE,4/13/2026
201,E,MAGNOLIA BLVD,BS2512819,COMMERCIAL TENANT IMPROVEMENT,4/13/2026
2738,N,KEYSTONE ST,BS2603452,SINGLE-FAMILY ADDITION / ALTERATION,4/10/2026
627,N,BRIGHTON ST,BS2408350,ACCESSORY DWELLING UNIT,4/10/2026
124,N,LINCOLN ST,BS2603456,SINGLE-FAMILY REPAIR / MAINTENANCE,4/10/2026
2439,N,MYERS ST,BS2501561,ACCESSORY DWELLING UNIT,4/10/2026
447,S,GLENOAKS BLVD,BS2509399,COMMERCIAL TENANT IMPROVEMENT,4/10/2026
2141,,PACIFIC AVE,BS2603447,PLUMBING,4/10/2026
3317,,BROOKSHIRE CT,BS2603446,PLUMBING,4/10/2026
2233,,MANNING ST,BS2603401,PLUMBING,4/10/2026
1018,N,HOLLYWOOD WAY,BS2603451,ELECTRICAL,4/10/2026
1334,N,KEYSTONE ST,BS2603422,ELECTRICAL SERVICE,4/9/2026
1609,W,VICTORY BLVD,BS2603421,PLUMBING,4/9/2026
841,N,NAOMI ST,BS2603408,ELECTRICAL SERVICE,4/9/2026
1101,,CHESTNUT ST,BS2511145,COMMERCIAL REPAIR AND MAINTENANCE,4/9/2026
503,E,TUJUNGA AVE,BS2603412,ELECTRICAL,4/9/2026
160,W,ELM CT,BS2600296,MULTI-FAMILY REPAIR AND MAINTENANCE,4/9/2026
841,N,NAOMI ST,BS2512738,SINGLE-FAMILY ADDITION / ALTERATION,4/9/2026
401,,BIRMINGHAM RD,BS2603427,MECHANICAL,4/9/2026
951,N,CATALINA ST,BS2603410,SINGLE-FAMILY REPAIR / MAINTENANCE,4/9/2026
2519,N,LINCOLN ST,BS2603403,ELECTRICAL SERVICE,4/9/2026
3300,,BRACE CANYON RD,BS2603377,ELECTRICAL SERVICE,4/8/2026
419,S,LAKE ST,BS2405557,ACCESSORY DWELLING UNIT,4/8/2026
602,,FAIRMOUNT RD,BS2603374,ELECTRICAL,4/8/2026
1828,N,KENWOOD ST,BS2603363,DEMOLITION,4/8/2026
414,N,SPARKS ST,BS2603362,SINGLE-FAMILY REPAIR / MAINTENANCE,4/8/2026
4115,,WARNER BLVD,BS2603361,COMMERCIAL REPAIR AND MAINTENANCE,4/8/2026
1425,N,KENWOOD ST,BS2603359,ELECTRICAL SERVICE,4/8/2026
558,E,VERDUGO AVE,BS2603360,MULTI-FAMILY ADDITION AND ALTERATION,4/8/2026
1111,W,BURBANK BLVD,BS2405532,ACCESSORY DWELLING UNIT,4/8/2026
1020,N,CATALINA ST,BS2603290,ELECTRICAL SERVICE,4/7/2026
441,N,REESE PL,BS2602340,DEMOLITION,4/7/2026
443,N,REESE PL,BS2501366,ACCESSORY DWELLING UNIT,4/7/2026
441,N,REESE PL,BS2501365,SINGLE-FAMILY ADDITION / ALTERATION,4/7/2026
743,N,SPARKS ST,BS2603309,SINGLE-FAMILY ADDITION / ALTERATION,4/7/2026
658,,ROSEMARY LANE,BS2603302,SINGLE-FAMILY REPAIR / MAINTENANCE,4/7/2026
236,N,NAOMI ST,BS2603294,SINGLE-FAMILY REPAIR / MAINTENANCE,4/7/2026
2827,N,HOLLYWOOD WAY,BS2512138,NEW COMMERCIAL STRUCTURE,4/7/2026
2763,N,LINCOLN ST,BS2603311,MECHANICAL,4/7/2026
1110,N,ONTARIO ST,BS2603277,SINGLE-FAMILY REPAIR / MAINTENANCE,4/6/2026
1730,,KEELER ST,BS2603271,ELECTRICAL SERVICE,4/6/2026
2313,W,BURBANK BLVD,BS2603260,SINGLE-FAMILY ADDITION / ALTERATION,4/6/2026
1640,N,LINCOLN ST,BS2603262,SINGLE-FAMILY REPAIR / MAINTENANCE,4/6/2026
715,S,GRIFFITH PARK DR,BS2603258,ELECTRICAL,4/6/2026
627,E,PROVIDENCIA AVE,BS2508799,MULTI-FAMILY REPAIR AND MAINTENANCE,4/6/2026
626,E,PROVIDENCIA AVE,BS2508798,MULTI-FAMILY REPAIR AND MAINTENANCE,4/6/2026
1708,,CHANDLER BLVD,BS2510303,SINGLE-FAMILY ADDITION / ALTERATION,4/6/2026
1074,E,OLIVE AVE,BS2512677,SINGLE-FAMILY ADDITION / ALTERATION,4/6/2026
931,E,ORANGE GROVE AVE,BS2512176,ACCESSORY DWELLING UNIT,4/6/2026
25,E,ALAMEDA AVE,BS2412012,PLUMBING,4/6/2026
410,S,VICTORY BLVD,BS2507603,PLUMBING,4/3/2026
410,S,VICTORY BLVD,BS2507604,ELECTRICAL,4/3/2026
410,S,VICTORY BLVD,BS2507605,MECHANICAL,4/3/2026
410,S,VICTORY BLVD,BS2507602,COMMERCIAL TENANT IMPROVEMENT,4/3/2026
918,,CORNELL DR,BS2603194,ELECTRICAL SERVICE,4/3/2026
156,W,PROVIDENCIA AVE,BS2603200,ELECTRICAL SERVICE,4/3/2026
949,,ANDOVER DR,BS2603208,SINGLE-FAMILY REPAIR / MAINTENANCE,4/3/2026
4357,,SARAH ST,BS2603206,MULTI-FAMILY REPAIR AND MAINTENANCE,4/3/2026
713,,ANDOVER DR,BS2511746,SINGLE-FAMILY ADDITION / ALTERATION,4/3/2026
1011,W,ANGELENO AVE,BS2511915,MULTI-FAMILY REPAIR AND MAINTENANCE,4/3/2026
1005,W,ANGELENO AVE,BS2511912,MULTI-FAMILY REPAIR AND MAINTENANCE,4/3/2026
416,,STANFORD RD,BS2603207,ELECTRICAL SERVICE,4/3/2026
121,N,LAMER ST,BS2601383,MULTI-FAMILY REPAIR AND MAINTENANCE,4/3/2026
120,N,VALLEY ST,BS2602682,SINGLE-FAMILY REPAIR / MAINTENANCE,4/3/2026
711,S,GRIFFITH PARK DR,BS2603210,SINGLE-FAMILY ADDITION / ALTERATION,4/3/2026
1129,N,KENWOOD ST,BS2504291,ACCESSORY DWELLING UNIT,4/3/2026
3010,,MESA VERDE DR,BS2603198,ELECTRICAL SERVICE,4/3/2026
1616,W,MAGNOLIA BLVD,BS2603196,MECHANICAL,4/3/2026
830,N,KEYSTONE ST,BS2603190,ELECTRICAL SERVICE,4/3/2026
2324,,HAROLD CIR,BS2603188,ELECTRICAL SERVICE,4/3/2026
1208,N,CORDOVA ST,BS2603185,MULTI-FAMILY REPAIR AND MAINTENANCE,4/3/2026
3601,W,ALAMEDA AVE,BS2603193,MECHANICAL,4/3/2026
236,N,NAOMI ST,BS2603192,SINGLE-FAMILY REPAIR / MAINTENANCE,4/3/2026
748,,STEPHEN RD,BS2603158,SINGLE-FAMILY REPAIR / MAINTENANCE,4/2/2026
725,N,REESE PL,BS2603143,MECHANICAL,4/2/2026
556,E,PALM AVE,BS2603140,MECHANICAL,4/2/2026
800,,ANDOVER DR,BS2603128,SINGLE-FAMILY REPAIR / MAINTENANCE,4/2/2026
3300,W,OLIVE AVE,BS2603129,ELECTRICAL,4/2/2026
3300,W,OLIVE AVE,BS2603130,ELECTRICAL,4/2/2026
536,S,MARIPOSA ST,BS2603160,MECHANICAL,4/2/2026
1222,N,ONTARIO ST,BS2603147,SINGLE-FAMILY ADDITION / ALTERATION,4/2/2026
2141,,EVERGREEN ST,BS2603146,MECHANICAL,4/2/2026
500,S,BUENA VISTA ST,BS2400907,SITEWORK,4/2/2026
500,S,BUENA VISTA ST,BS2400720,COMMERCIAL TENANT IMPROVEMENT,4/2/2026
500,S,BUENA VISTA ST,BS2400724,MECHANICAL,4/2/2026
500,S,BUENA VISTA ST,BS2400723,ELECTRICAL,4/2/2026
500,S,BUENA VISTA ST,BS2400722,PLUMBING,4/2/2026
1919,,TULARE AVE,BS2603133,SINGLE-FAMILY REPAIR / MAINTENANCE,4/2/2026
321,N,SAN FERNANDO BLVD,BS2600705,SIGN,4/2/2026
188,W,ELMWOOD AVE,BS2603124,MULTI-FAMILY REPAIR AND MAINTENANCE,4/2/2026
3120,,RIVERSIDE DR,BS2603127,MULTI-FAMILY REPAIR AND MAINTENANCE,4/2/2026
2234,N,CATALINA ST,BS2513158,MULTI-FAMILY REPAIR AND MAINTENANCE,4/2/2026
3900,W,ALAMEDA AVE,BS2601332,ELECTRICAL,4/2/2026
337,N,FAIRVIEW ST,BS2603168,PLUMBING,4/2/2026
1333,N,NAOMI ST,BS2603078,SINGLE-FAMILY REPAIR / MAINTENANCE,4/1/2026
3301,,BROOKSHIRE CT,BS2602035,SINGLE-FAMILY REPAIR / MAINTENANCE,4/1/2026
928,E,SANTA ANITA AVE,BS2603094,ELECTRICAL,4/1/2026
741,,CLYBOURN AVE,BS2603011,SINGLE-FAMILY ADDITION / ALTERATION,4/1/2026
400,,RIVERSIDE DR,BS2603085,MULTI-FAMILY REPAIR AND MAINTENANCE,4/1/2026
333,N,GLENOAKS BLVD,BS2600077,SIGN,4/1/2026
1524,,RIVERSIDE DR,BS2603077,PLUMBING,4/1/2026
2745,N,BRIGHTON ST,BS2603097,ELECTRICAL SERVICE,4/1/2026
250,N,FIRST ST,BS2602931,MECHANICAL,4/1/2026
1429,N,HOLLYWOOD WAY,BS2603103,ELECTRICAL SERVICE,4/1/2026
1107,W,ORANGE GROVE AVE,BS2312158,ACCESSORY DWELLING UNIT,4/1/2026
125,E,PALM AVE,BS2512995,COMMERCIAL TENANT IMPROVEMENT,4/1/2026
741,N,KEYSTONE ST,BS2603089,ELECTRICAL,4/1/2026
172,W,VERDUGO AVE,BS2603048,PLUMBING,4/1/2026
1080,E,ORANGE GROVE AVE,BS2504026,ACCESSORY DWELLING UNIT,4/1/2026
303,E,ALAMEDA AVE,BS2603082,ELECTRICAL,4/1/2026
441,N,PASS AVE,BS2511451,MULTI-FAMILY REPAIR AND MAINTENANCE,4/1/2026
421,N,PASS AVE,BS2511452,MULTI-FAMILY REPAIR AND MAINTENANCE,4/1/2026
401,N,PASS AVE,BS2511453,MULTI-FAMILY REPAIR AND MAINTENANCE,4/1/2026
4320,,SARAH ST,BS2511448,MULTI-FAMILY REPAIR AND MAINTENANCE,4/1/2026
4141,W,KLING ST,BS2511427,MULTI-FAMILY REPAIR AND MAINTENANCE,4/1/2026
4240,,SARAH ST,BS2511441,MULTI-FAMILY REPAIR AND MAINTENANCE,4/1/2026
4181,W,KLING ST,BS2511434,MULTI-FAMILY REPAIR AND MAINTENANCE,4/1/2026
4420,,SARAH ST,BS2511450,MULTI-FAMILY REPAIR AND MAINTENANCE,4/1/2026
4400,,SARAH ST,BS2511449,MULTI-FAMILY REPAIR AND MAINTENANCE,4/1/2026
4300,,SARAH ST,BS2511446,MULTI-FAMILY REPAIR AND MAINTENANCE,4/1/2026
2049,N,BRIGHTON ST,BS2603074,SINGLE-FAMILY REPAIR / MAINTENANCE,3/31/2026
271,W,PROVIDENCIA AVE,BS2602990,SOLAR,3/30/2026
109,N,PASS AVE,BS2603021,ELECTRICAL SERVICE,3/30/2026
3031,N,KEYSTONE ST,BS2603039,SINGLE-FAMILY REPAIR / MAINTENANCE,3/30/2026
439,S,LAMER ST,BS2603020,PLUMBING,3/30/2026
1029,N,BUENA VISTA ST,BS2603040,ELECTRICAL SERVICE,3/30/2026
228,S,MARIPOSA ST,BS2603036,SINGLE-FAMILY REPAIR / MAINTENANCE,3/30/2026
1817,N,NIAGARA ST,BS2603030,ELECTRICAL,3/30/2026
1811,N,AVON ST,BS2603013,ELECTRICAL SERVICE,3/30/2026
265,N,FLORENCE ST,BS2600450,PLUMBING,3/30/2026
2105,N,PASS AVE,BS2603044,PLUMBING,3/30/2026
2312,N,SIXTH ST,BS2603043,ELECTRICAL SERVICE,3/30/2026
725,S,GLENOAKS BLVD,BS2603028,MULTI-FAMILY REPAIR AND MAINTENANCE,3/30/2026
1071,,GRINNELL DR,BS2603031,SINGLE-FAMILY REPAIR / MAINTENANCE,3/30/2026
743,N,GRIFFITH PARK DR,BS2603024,SINGLE-FAMILY ADDITION / ALTERATION,3/30/2026
916,W,BURBANK BLVD,BS2509368,ELECTRICAL,3/30/2026
916,W,BURBANK BLVD,BS2509367,MECHANICAL,3/30/2026
916,W,BURBANK BLVD,BS2509369,PLUMBING,3/30/2026
201,E,ANGELENO AVE,BS2603008,MULTI-FAMILY REPAIR AND MAINTENANCE,3/30/2026
1511,N,CALIFORNIA ST,BS2603005,ELECTRICAL,3/29/2026
136,N,LINCOLN ST,BS2602711,DEMOLITION,3/27/2026
1208,,ISABEL ST,BS2602982,ELECTRICAL SERVICE,3/27/2026
1108,N,NAOMI ST,BS2602978,SINGLE-FAMILY REPAIR / MAINTENANCE,3/27/2026
628,S,PARISH PL,BS2502114,NEW SINGLE-FAMILY DWELLING,3/27/2026
336,W,SPAZIER AVE,BS2602961,SINGLE-FAMILY REPAIR / MAINTENANCE,3/27/2026
641,N,MARIPOSA ST,BS2602957,SINGLE-FAMILY REPAIR / MAINTENANCE,3/27/2026
333,N,MARIPOSA ST,BS2508099,ACCESSORY DWELLING UNIT,3/27/2026
3904,,RIVERSIDE DR,BS2602953,PLUMBING,3/27/2026
2400,W,BURBANK BLVD,BS2513147,COMMERCIAL REPAIR AND MAINTENANCE,3/27/2026
1715,N,CATALINA ST,BS2602952,SINGLE-FAMILY ADDITION / ALTERATION,3/27/2026
2400,W,BURBANK BLVD,BS2601381,ELECTRICAL,3/27/2026
524,,TUFTS AVE,BS2602973,ELECTRICAL SERVICE,3/27/2026
378,S,MYERS ST,BS2602927,SINGLE-FAMILY REPAIR / MAINTENANCE,3/27/2026
4221,W,KLING ST,BS2511439,MULTI-FAMILY REPAIR AND MAINTENANCE,3/26/2026
4201,W,KLING ST,BS2511436,MULTI-FAMILY REPAIR AND MAINTENANCE,3/26/2026
4210,,SARAH ST,BS2511438,MULTI-FAMILY REPAIR AND MAINTENANCE,3/26/2026
4161,W,KLING ST,BS2511432,MULTI-FAMILY REPAIR AND MAINTENANCE,3/26/2026
4000,,WARNER BLVD,BS2513030,PLUMBING,3/26/2026
939,,SHERLOCK DR,BS2311806,ACCESSORY DWELLING UNIT,3/26/2026
4000,,WARNER BLVD,BS2513029,MECHANICAL,3/26/2026
619,E,OLIVE AVE,BS2502496,MULTI-FAMILY REPAIR AND MAINTENANCE,3/26/2026
806,N,FAIRVIEW ST,BS2602916,ELECTRICAL,3/26/2026
1622,N,ROSE ST,BS2502283,ACCESSORY DWELLING UNIT,3/26/2026
910,E,PROVIDENCIA AVE,BS2602915,ELECTRICAL SERVICE,3/26/2026
910,E,PROVIDENCIA AVE,BS2602914,ELECTRICAL SERVICE,3/26/2026
1722,,ROGERS PL,BS2602923,MULTI-FAMILY ADDITION AND ALTERATION,3/26/2026
2129,,PEPPER ST,BS2507068,ACCESSORY DWELLING UNIT,3/26/2026
331,W,LINDEN AVE,BS2602913,SINGLE-FAMILY REPAIR / MAINTENANCE,3/26/2026
2729,W,VICTORY BLVD,BS2602910,MULTI-FAMILY REPAIR AND MAINTENANCE,3/26/2026
